UF;COD_UF;COD_MUNIC;MUNICIPIO;POPULACAO_ESTIMADA
MG;31;23007;Dores de Campos;10359
MG;31;23106;Dores de Guanhães;5114
MG;31;23205;Dores do Indaiá;12730
MG;31;23304;Dores do Turvo;5192
MG;31;23403;Doresópolis;1498
MG;31;23502;Douradoquara;1869
MG;31;23528;Durandé;8065
MG;31;23601;Elói Mendes;27429
MG;31;23700;Engenheiro Caldas;14501
MG;31;23809;Engenheiro Navarro;6373
MG;31;23858;Entre Folhas;5295
MG;31;23908;Entre Rios de Minas;15157
MG;31;24005;Ervália;21091
MG;31;24104;Esmeraldas;93103
MG;31;24203;Espera Feliz;24844
MG;31;24302;Espinosa;31375
MG;31;24401;Espírito Santo do Dourado;7132
MG;31;24500;Estiva;11880
MG;31;24609;Estrela Dalva;2189
MG;31;24708;Estrela do Indaiá;2711
MG;31;24807;Estrela do Sul;6897
MG;31;24906;Eugenópolis;11096
MG;31;25002;Ewbank da Câmara;3986
MG;31;25101;Extrema;59336
MG;31;25200;Fama;2676
MG;31;25309;Faria Lemos;3230
MG;31;25408;Felício dos Santos;5251
MG;31;25507;São Gonçalo do Rio Preto;3099
MG;31;25606;Felisburgo;6575
MG;31;25705;Felixlândia;14280
MG;31;25804;Fernandes Tourinho;2814
MG;31;25903;Ferros;9603
MG;31;25952;Fervedouro;10705
MG;31;26000;Florestal;8469
MG;31;26109;Formiga;70897
MG;31;26208;Formoso;8095
MG;31;26307;Fortaleza de Minas;3453
MG;31;26406;Fortuna de Minas;3230
MG;31;26505;Francisco Badaró;7053
MG;31;26604;Francisco Dumont;4547
MG;31;26703;Francisco Sá;23753
MG;31;26752;Franciscópolis;5023
MG;31;26802;Frei Gaspar;5731
MG;31;26901;Frei Inocêncio;8301
MG;31;26950;Frei Lagonegro;3481
MG;31;27008;Fronteira;14946
MG;31;27057;Fronteira dos Vales;4389
MG;31;27073;Fruta de Leite;4538
MG;31;27107;Frutal;61275
MG;31;27206;Funilândia;4934
MG;31;27305;Galiléia;6244
MG;31;27339;Gameleiras;4847
MG;31;27354;Glaucilândia;2991
MG;31;27370;Goiabeira;2859
MG;31;27388;Goianá;4214
MG;31;27404;Gonçalves;4922
MG;31;27503;Gonzaga;5235
MG;31;27602;Gouveia;11536
MG;31;27701;Governador Valadares;266561
MG;31;27800;Grão Mogol;14037
MG;31;27909;Grupiara;1428
MG;31;28006;Guanhães;33517
MG;31;28105;Guapé;14076
MG;31;28204;Guaraciaba;9901
MG;31;28253;Guaraciama;5224
MG;31;28303;Guaranésia;19646
MG;31;28402;Guarani;7731
MG;31;28501;Guarará;3091
MG;31;28600;Guarda-Mor;6687
MG;31;28709;Guaxupé;52744
MG;31;28808;Guidoval;7285
MG;31;28907;Guimarânia;8880
MG;31;29004;Guiricema;7803
MG;31;29103;Gurinhatã;5154
MG;31;29202;Heliodora;6278
MG;31;29301;Iapu;12583
MG;31;29400;Ibertioga;5346
MG;31;29509;Ibiá;22554
MG;31;29608;Ibiaí;6172
MG;31;29657;Ibiracatu;5113
MG;31;29707;Ibiraci;10996
MG;31;29806;Ibirité;179582
MG;31;29905;Ibitiúra de Minas;3440
MG;31;30002;Ibituruna;2733
MG;31;30051;Icaraí de Minas;10914
MG;31;30101;Igarapé;49120
MG;31;30200;Igaratinga;11345
MG;31;30309;Iguatama;6782
MG;31;30408;Ijaci;7358
MG;31;30507;Ilicínea;13248
MG;31;30556;Imbé de Minas;7244
MG;31;30606;Inconfidentes;7537
MG;31;30655;Indaiabira;6328
MG;31;30705;Indianópolis;6311
MG;31;30804;Ingaí;2632
MG;31;30903;Inhapim;22925
MG;31;31000;Inhaúma;6465
MG;31;31109;Inimutaba;7615
MG;31;31158;Ipaba;17587
MG;31;31208;Ipanema;20181
MG;31;31307;Ipatinga;235311
MG;31;31406;Ipiaçu;3807
MG;31;31505;Ipuiúna;9283
MG;31;31604;Iraí de Minas;7467
MG;31;31703;Itabira;118053
MG;31;31802;Itabirinha;10548
MG;31;31901;Itabirito;56369
MG;31;32008;Itacambira;4227
MG;31;32107;Itacarambi;17502
MG;31;32206;Itaguara;14415
MG;31;32305;Itaipé;10482
MG;31;32404;Itajubá;96855
MG;31;32503;Itamarandiba;34210
MG;31;32602;Itamarati de Minas;3710
MG;31;32701;Itambacuri;21210
MG;31;32800;Itambé do Mato Dentro;2168
MG;31;32909;Itamogi;11092
MG;31;33006;Itamonte;15245
MG;31;33105;Itanhandu;15751
MG;31;33204;Itanhomi;11264
MG;31;33303;Itaobim;19263
MG;31;33402;Itapagipe;14014
MG;31;33501;Itapecerica;21456
MG;31;33600;Itapeva;13561
MG;31;33709;Itatiaiuçu;13779
MG;31;33758;Itaú de Minas;14634
MG;31;33808;Itaúna;103272
MG;31;33907;Itaverava;5747
MG;31;34004;Itinga;13954
MG;31;34103;Itueta;6234
MG;31;34202;Ituiutaba;106775
MG;31;34301;Itumirim;6876
MG;31;34400;Iturama;40259
MG;31;34509;Itutinga;4366
MG;31;34608;Jaboticatubas;21407
MG;31;34707;Jacinto;11115
MG;31;34806;Jacuí;7668
MG;31;34905;Jacutinga;26888
MG;31;35001;Jaguaraçu;3181
MG;31;35050;Jaíba;39639
MG;31;35076;Jampruca;4266
MG;31;35100;Janaúba;73555
MG;31;35209;Januária;67123
MG;31;35308;Japaraíba;4706
MG;31;35357;Japonvar;8385
MG;31;35407;Jeceaba;6476
MG;31;35456;Jenipapo de Minas;6072
MG;31;35506;Jequeri;12636
MG;31;35605;Jequitaí;6379
MG;31;35704;Jequitibá;6142
MG;31;35803;Jequitinhonha;24516
MG;31;35902;Jesuânia;5320
MG;31;36009;Joaíma;14035
MG;31;36108;Joanésia;4246
MG;31;36207;João Monlevade;83791
MG;31;36306;João Pinheiro;48725
MG;31;36405;Joaquim Felício;3868
MG;31;36504;Jordânia;10541
MG;31;36520;José Gonçalves de Minas;3963
MG;31;36553;José Raydan;4349
MG;31;36579;Josenópolis;3557
MG;31;36603;Nova União;6107
MG;31;36652;Juatuba;33249
MG;31;36702;Juiz de Fora;567730
MG;31;36801;Juramento;3798
MG;31;36900;Juruaia;11652
MG;31;36959;Juvenília;5937
MG;31;37007;Ladainha;14263
MG;31;37106;Lagamar;6622
MG;31;37205;Lagoa da Prata;53927
MG;31;37304;Lagoa dos Patos;3237
MG;31;37403;Lagoa Dourada;13152
MG;31;37502;Lagoa Formosa;19614
MG;31;37536;Lagoa Grande;9235
MG;31;37601;Lagoa Santa;81299
MG;31;37700;Lajinha;21502
MG;31;37809;Lambari;21010
MG;31;37908;Lamim;3213
MG;31;38005;Laranjal;6018
MG;31;38104;Lassance;7398
MG;31;38203;Lavras;110682
MG;31;38302;Leandro Ferreira;3272
MG;31;38351;Leme do Prado;4364
MG;31;38401;Leopoldina;52739
MG;31;38500;Liberdade;4744
MG;31;38609;Lima Duarte;17782
MG;31;38625;Limeira do Oeste;9191
MG;31;38658;Lontra;8963
MG;31;38674;Luisburgo;7239
MG;31;38682;Luislândia;6323
MG;31;38708;Luminárias;5744
MG;31;38807;Luz;18336
MG;31;38906;Machacalis;6556
MG;31;39003;Machado;38809
MG;31;39102;Madre de Deus de Minas;5360
MG;31;39201;Malacacheta;17691
MG;31;39250;Mamonas;6082
MG;31;39300;Manga;19148
MG;31;39409;Manhuaçu;97328
MG;31;39508;Manhumirim;20939
MG;31;39607;Mantena;27350
MG;31;39706;Maravilhas;7532
MG;31;39805;Mar de Espanha;13180
MG;31;39904;Maria da Fé;14567
MG;31;40001;Mariana;64506
MG;31;40100;Marilac;4323
MG;31;40159;Mário Campos;16705
MG;31;40209;Maripá de Minas;3567
MG;31;40308;Marliéria;4796
MG;31;40407;Marmelópolis;3314
MG;31;40506;Martinho Campos;14546
MG;31;40530;Martins Soares;8797
MG;31;40555;Mata Verde;9532
MG;31;40605;Materlândia;3949
MG;31;40704;Mateus Leme;40814
MG;31;40803;Matias Barbosa;14547
MG;31;40852;Matias Cardoso;8922
MG;31;40902;Matipó;19115
MG;31;41009;Mato Verde;12210
MG;31;41108;Matozinhos;39529
MG;31;41207;Matutina;3912
MG;31;41306;Medeiros;4068
MG;31;41405;Medina;20455
MG;31;41504;Mendes Pimentel;5614
MG;31;41603;Mercês;10615
MG;31;41702;Mesquita;4984
MG;31;41801;Minas Novas;23843
MG;31;41900;Minduri;3811
MG;31;42007;Mirabela;14071
MG;31;42106;Miradouro;8961
MG;31;42205;Miraí;13921
MG;31;42254;Miravânia;3982
MG;31;42304;Moeda;5314
MG;31;42403;Moema;7812
MG;31;42502;Monjolos;2187
MG;31;42601;Monsenhor Paulo;8565
MG;31;42700;Montalvânia;14068
MG;31;42809;Monte Alegre de Minas;20708
MG;31;42908;Monte Azul;20497
MG;31;43005;Monte Belo;13347
MG;31;43104;Monte Carmelo;49500
MG;31;43153;Monte Formoso;4437
MG;31;43203;Monte Santo de Minas;21294
MG;31;43302;Montes Claros;437601
MG;31;43401;Monte Sião;25107
MG;31;43450;Montezuma;6951
MG;31;43500;Morada Nova de Minas;9414
MG;31;43609;Morro da Garça;2426
MG;31;43708;Morro do Pilar;3161
MG;31;43807;Munhoz;7930
MG;31;43906;Muriaé;108447
MG;31;44003;Mutum;28749
MG;31;44102;Muzambinho;22620
MG;31;44201;Nacip Raydan;2400
MG;31;44300;Nanuque;35263
MG;31;44359;Naque;6443
MG;31;44375;Natalândia;3642
MG;31;44409;Natércia;4805
MG;31;44508;Nazareno;8407
MG;31;44607;Nepomuceno;25757
MG;31;44656;Ninheira;10965
MG;31;44672;Nova Belém;3126
MG;31;44706;Nova Era;17813
MG;31;44805;Nova Lima;120959
MG;31;44904;Nova Módica;3726
MG;31;45000;Nova Ponte;15220
MG;31;45059;Nova Porteirinha;6746
MG;31;45109;Nova Resende;16919
MG;31;45208;Nova Serrana;114791
MG;31;45307;Novo Cruzeiro;27268
MG;31;45356;Novo Oriente de Minas;10503
MG;31;45372;Novorizonte;4612
MG;31;45406;Olaria;1986
MG;31;45455;Olhos-d'Água;5530
MG;31;45505;Olímpio Noronha;2618
MG;31;45604;Oliveira;40576
MG;31;45703;Oliveira Fortes;2058
MG;31;45802;Onça de Pitangui;3024
MG;31;45851;Oratórios;5102
MG;31;45877;Orizânia;8828
MG;31;45901;Ouro Branco;40638
MG;31;46008;Ouro Fino;33285
MG;31;46107;Ouro Preto;77914
MG;31;46206;Ouro Verde de Minas;5847
MG;31;46255;Padre Carvalho;5045
MG;31;46305;Padre Paraíso;17463
MG;31;46404;Paineiras;4253
MG;31;46503;Pains;8353
MG;31;46552;Pai Pedro;5616
MG;31;46602;Paiva;1495
MG;31;46701;Palma;5699
MG;31;46750;Palmópolis;6342
MG;31;46909;Papagaios;14202
MG;31;47006;Paracatu;99005
MG;31;47105;Pará de Minas;102844
MG;31;47204;Paraguaçu;22452
MG;31;47303;Paraisópolis;21076
MG;31;47402;Paraopeba;24899
MG;31;47501;Passabém;1609
MG;31;47600;Passa Quatro;15847
MG;31;47709;Passa Tempo;8716
MG;31;47808;Passa Vinte;2311
MG;31;47907;Passos;116951
MG;31;47956;Patis;4825
MG;31;48004;Patos de Minas;169173
MG;31;48103;Patrocínio;94357
MG;31;48202;Patrocínio do Muriaé;5754
MG;31;48301;Paula Cândido;8757
MG;31;48400;Paulistas;4402
MG;31;48509;Pavão;8143
MG;31;48608;Peçanha;17863
MG;31;48707;Pedra Azul;25045
MG;31;48756;Pedra Bonita;7599
MG;31;48806;Pedra do Anta;3366
MG;31;48905;Pedra do Indaiá;4247
MG;31;49002;Pedra Dourada;2916
MG;31;49101;Pedralva;10891
MG;31;49150;Pedras de Maria da Cruz;10601
MG;31;49200;Pedrinópolis;3398
MG;31;49309;Pedro Leopoldo;65174
MG;31;49408;Pedro Teixeira;1857
MG;31;49507;Pequeri;3461
MG;31;49606;Pequi;4265
MG;31;49705;Perdigão;13118
MG;31;49804;Perdizes;17992
MG;31;49903;Perdões;22075
MG;31;49952;Periquito;6624
MG;31;50000;Pescador;3559
MG;31;50109;Piau;2854
MG;31;50158;Piedade de Caratinga;8966
MG;31;50208;Piedade de Ponte Nova;4054
MG;31;50307;Piedade do Rio Grande;4694
MG;31;50406;Piedade dos Gerais;5199
MG;31;50505;Pimenta;8817
MG;31;50539;Pingo-d'Água;4864
MG;31;50570;Pintópolis;7228
MG;31;50604;Piracema;6905
MG;31;50703;Pirajuba;5814
MG;31;50802;Piranga;17358
MG;31;50901;Piranguçu;6320
MG;31;51008;Piranguinho;9518
MG;31;51107;Pirapetinga;11454
MG;31;51206;Pirapora;57713
MG;31;51305;Piraúba;12006
MG;31;51404;Pitangui;27834
MG;31;51503;Piumhi;38007
MG;31;51602;Planura;11533
MG;31;51701;Poço Fundo;16824
MG;31;51800;Poços de Caldas;172339
MG;31;51909;Pocrane;8438
MG;31;52006;Pompéu;32441
MG;31;52105;Ponte Nova;59638
MG;31;52131;Ponto Chique;3797
MG;31;52170;Ponto dos Volantes;11059
MG;31;52204;Porteirinha;38692
MG;31;52303;Porto Firme;10840
MG;31;52402;Poté;13649
MG;31;52501;Pouso Alegre;162133
MG;31;52600;Pouso Alto;6779
MG;31;52709;Prados;9369
MG;31;52808;Prata;29745
MG;31;52907;Pratápolis;8534
MG;31;53004;Pratinha;3691
MG;31;53103;Presidente Bernardes;4847
MG;31;53202;Presidente Juscelino;3471
MG;31;53301;Presidente Kubitschek;3162
MG;31;53400;Presidente Olegário;19192
MG;31;53509;Alto Jequitibá;8606
MG;31;53608;Prudente de Morais;12052
MG;31;53707;Quartel Geral;3232
MG;31;53806;Queluzito;1796
MG;31;53905;Raposos;16796
MG;31;54002;Raul Soares;23874
MG;31;54101;Recreio;11383
MG;31;54150;Reduto;8246
MG;31;54200;Resende Costa;11544
MG;31;54309;Resplendor;17629
MG;31;54408;Ressaquinha;4640
MG;31;54457;Riachinho;6830
MG;31;54507;Riacho dos Machados;8858
MG;31;54606;Ribeirão das Neves;346971
MG;31;54705;Ribeirão Vermelho;4217
MG;31;54804;Rio Acima;10698
MG;31;54903;Rio Casca;12851
MG;31;55009;Rio Doce;2545
MG;31;55108;Rio do Prado;4649
MG;31;55207;Rio Espera;5447
MG;31;55306;Rio Manso;5746
MG;31;55405;Rio Novo;8683
MG;31;55504;Rio Paranaíba;15297
MG;31;55603;Rio Pardo de Minas;29103
MG;31;55702;Rio Piracicaba;15036
MG;31;55801;Rio Pomba;17885
MG;31;55900;Rio Preto;5235
MG;31;56007;Rio Vermelho;12770
MG;31;56106;Ritápolis;5122
MG;31;56205;Rochedo de Minas;2374
MG;31;56304;Rodeiro;9168
MG;31;56403;Romaria;3430
MG;31;56452;Rosário da Limeira;4926
MG;31;56502;Rubelita;5460
MG;31;56601;Rubim;10602
MG;31;56700;Sabará;134576
MG;31;56809;Sabinópolis;14309
MG;31;56908;Sacramento;28076
MG;31;57005;Salinas;41736
MG;31;57104;Salto da Divisa;6126
MG;31;57203;Santa Bárbara;31916
MG;31;57252;Santa Bárbara do Leste;8785
MG;31;57278;Santa Bárbara do Monte Verde;3218
MG;31;57302;Santa Bárbara do Tugúrio;4245
MG;31;57336;Santa Cruz de Minas;8339
MG;31;57377;Santa Cruz de Salinas;3919
MG;31;57401;Santa Cruz do Escalvado;4728
MG;31;57500;Santa Efigênia de Minas;4038
MG;31;57609;Santa Fé de Minas;3528
MG;31;57658;Santa Helena de Minas;6056
MG;31;57708;Santa Juliana;16820
MG;31;57807;Santa Luzia;230382
MG;31;57906;Santa Margarida;16989
MG;31;58003;Santa Maria de Itabira;10718
MG;31;58102;Santa Maria do Salto;4777
MG;31;58201;Santa Maria do Suaçuí;12817
MG;31;58300;Santana da Vargem;6756
MG;31;58409;Santana de Cataguases;3548
MG;31;58508;Santana de Pirapama;7030
MG;31;58607;Santana do Deserto;3815
MG;31;58706;Santana do Garambéu;2171
MG;31;58805;Santana do Jacaré;4246
MG;31;58904;Santana do Manhuaçu;9264
MG;31;58953;Santana do Paraíso;49025
MG;31;59001;Santana do Riacho;5654
MG;31;59100;Santana dos Montes;3490
MG;31;59209;Santa Rita de Caldas;8561
MG;31;59308;Santa Rita de Jacutinga;4826
MG;31;59357;Santa Rita de Minas;6969
MG;31;59407;Santa Rita de Ibitipoca;3331
MG;31;59506;Santa Rita do Itueto;5984
MG;31;59605;Santa Rita do Sapucaí;42517
MG;31;59704;Santa Rosa da Serra;3487
MG;31;59803;Santa Vitória;21914
MG;31;59902;Santo Antônio do Amparo;17657
MG;31;60009;Santo Antônio do Aventureiro;3896
MG;31;60108;Santo Antônio do Grama;4352
MG;31;60207;Santo Antônio do Itambé;3969
MG;31;60306;Santo Antônio do Jacinto;10324
MG;31;60405;Santo Antônio do Monte;28456
MG;31;60454;Santo Antônio do Retiro;6729
MG;31;60504;Santo Antônio do Rio Abaixo;1856
MG;31;60603;Santo Hipólito;2692
MG;31;60702;Santos Dumont;43218
MG;31;60801;São Bento Abade;4846
MG;31;60900;São Brás do Suaçuí;4161
MG;31;60959;São Domingos das Dores;5793
MG;31;61007;São Domingos do Prata;17783
MG;31;61056;São Félix de Minas;3244
MG;31;61106;São Francisco;54223
MG;31;61205;São Francisco de Paula;6281
MG;31;61304;São Francisco de Sales;5858
MG;31;61403;São Francisco do Glória;4848
MG;31;61502;São Geraldo;10524
MG;31;61601;São Geraldo da Piedade;3200
MG;31;61650;São Geraldo do Baixio;3158
MG;31;61700;São Gonçalo do Abaeté;7515
MG;31;61809;São Gonçalo do Pará;12275
MG;31;61908;São Gonçalo do Rio Abaixo;12475
MG;31;62005;São Gonçalo do Sapucaí;24497
MG;31;62104;São Gotardo;43851
MG;31;62203;São João Batista do Glória;7959
MG;31;62252;São João da Lagoa;4962
MG;31;62302;São João da Mata;3012
MG;31;62401;São João da Ponte;24197
MG;31;62450;São João das Missões;13547
MG;31;62500;São João del Rei;94468
MG;31;62559;São João do Manhuaçu;11676
MG;31;62575;São João do Manteninha;5479
MG;31;62609;São João do Oriente;7099
MG;31;62658;São João do Pacuí;4050
MG;31;62708;São João do Paraíso;24706
MG;31;62807;São João Evangelista;15613
MG;31;62906;São João Nepomuceno;26529
MG;31;62922;São Joaquim de Bicas;37017
MG;31;62948;São José da Barra;8145
MG;31;62955;São José da Lapa;28087
MG;31;63003;São José da Safira;3849
MG;31;63102;São José da Varginha;4698
MG;31;63201;São José do Alegre;4252
MG;31;63300;São José do Divino;3482
MG;31;63409;São José do Goiabal;5482
MG;31;63508;São José do Jacuri;6282
MG;31;63607;São José do Mantimento;2844
MG;31;63706;São Lourenço;46868
MG;31;63805;São Miguel do Anta;6410
MG;31;63904;São Pedro da União;4973
MG;31;64001;São Pedro dos Ferros;7132
MG;31;64100;São Pedro do Suaçuí;5143
MG;31;64209;São Romão;10562
MG;31;64308;São Roque de Minas;7370
MG;31;64407;São Sebastião da Bela Vista;6778
MG;31;64431;São Sebastião da Vargem Alegre;3239
MG;31;64472;São Sebastião do Anta;6415
MG;31;64506;São Sebastião do Maranhão;10218
MG;31;64605;São Sebastião do Oeste;9527
MG;31;64704;São Sebastião do Paraíso;75179
MG;31;64803;São Sebastião do Rio Preto;1229
MG;31;64902;São Sebastião do Rio Verde;2385
MG;31;65008;São Tiago;11559
MG;31;65107;São Tomás de Aquino;6837
MG;31;65206;São Tomé das Letras;7107
MG;31;65305;São Vicente de Minas;6928
MG;31;65404;Sapucaí-Mirim;6469
MG;31;65503;Sardoá;5140
MG;31;65537;Sarzedo;39974
MG;31;65552;Setubinha;9985
MG;31;65560;Sem-Peixe;2420
MG;31;65578;Senador Amaral;6517
MG;31;65602;Senador Cortes;2335
MG;31;65701;Senador Firmino;7977
MG;31;65800;Senador José Bento;2149
MG;31;65909;Senador Modestino Gonçalves;4006
MG;31;66006;Senhora de Oliveira;5577
MG;31;66105;Senhora do Porto;3066
MG;31;66204;Senhora dos Remédios;10657
MG;31;66303;Sericita;7552
MG;31;66402;Seritinga;1866
MG;31;66501;Serra Azul de Minas;3808
MG;31;66600;Serra da Saudade;856
MG;31;66709;Serra dos Aimorés;6859
MG;31;66808;Serra do Salitre;12286
MG;31;66907;Serrania;7811
MG;31;66956;Serranópolis de Minas;4497
MG;31;67004;Serranos;2036
MG;31;67103;Serro;22624
MG;31;67202;Sete Lagoas;238909
MG;31;67301;Silveirânia;2399
MG;31;67400;Silvianópolis;6348
MG;31;67509;Simão Pereira;3084
MG;31;67608;Simonésia;20431
MG;31;67707;Sobrália;5140
MG;31;67806;Soledade de Minas;5733
MG;31;67905;Tabuleiro;4097
MG;31;68002;Taiobeiras;34537
MG;31;68051;Taparuba;3508
MG;31;68101;Tapira;4215
MG;31;68200;Tapiraí;1698
MG;31;68309;Taquaraçu de Minas;4394
MG;31;68408;Tarumirim;15104
MG;31;68507;Teixeiras;12691
MG;31;68606;Teófilo Otoni;142851
MG;31;68705;Timóteo;84172
MG;31;68804;Tiradentes;8056
MG;31;68903;Tiros;8231
MG;31;69000;Tocantins;16603
MG;31;69059;Tocos do Moji;3894
MG;31;69109;Toledo;7625
MG;31;69208;Tombos;8653
MG;31;69307;Três Corações;78291
MG;31;69356;Três Marias;29985
MG;31;69406;Três Pontas;57209
MG;31;69505;Tumiritinga;5955
MG;31;69604;Tupaciguara;26583
MG;31;69703;Turmalina;20769
MG;31;69802;Turvolândia;5097
MG;31;69901;Ubá;107423
MG;31;70008;Ubaí;11985
MG;31;70057;Ubaporanga;13485
MG;31;70107;Uberaba;356781
MG;31;70206;Uberlândia;761835
MG;31;70305;Umburatiba;2742
MG;31;70404;Unaí;91320
MG;31;70438;União de Minas;3818
MG;31;70479;Uruana de Minas;3365
MG;31;70503;Urucânia;10899
MG;31;70529;Urucuia;18515
MG;31;70578;Vargem Alegre;5800
MG;31;70602;Vargem Bonita;2207
MG;31;70651;Vargem Grande do Rio Pardo;4724
MG;31;70701;Varginha;143676
MG;31;70750;Varjão de Minas;7305
MG;31;70800;Várzea da Palma;34555
MG;31;70909;Varzelândia;19210
MG;31;71006;Vazante;20459
MG;31;71030;Verdelândia;7737
MG;31;71071;Veredinha;5240
MG;31;71105;Veríssimo;3478
MG;31;71154;Vermelho Novo;5048
MG;31;71204;Vespasiano;138583
MG;31;71303;Viçosa;79517
MG;31;71402;Vieiras;3781
MG;31;71501;Mathias Lobato;3053
MG;31;71600;Virgem da Lapa;11774
MG;31;71709;Virgínia;9164
MG;31;71808;Virginópolis;10511
MG;31;71907;Virgolândia;4471
MG;31;72004;Visconde do Rio Branco;40711
MG;31;72103;Volta Grande;4441
MG;31;72202;Wenceslau Braz;2377
ES;32;00102;Afonso Cláudio;32456
ES;32;00136;Águia Branca;10143
ES;32;00169;Água Doce do Norte;12585
ES;32;00201;Alegre;30702
ES;32;00300;Alfredo Chaves;14376
ES;32;00359;Alto Rio Novo;7760
ES;32;00409;Anchieta;33017
ES;32;00508;Apiacá;7462
ES;32;00607;Aracruz;103363
ES;32;00706;Atílio Vivácqua;11046
ES;32;00805;Baixo Guandu;32829
ES;32;00904;Barra de São Francisco;45415
ES;32;01001;Boa Esperança;14054
ES;32;01100;Bom Jesus do Norte;10820
ES;32;01159;Brejetuba;13718
ES;32;01209;Cachoeiro de Itapemirim;198342
ES;32;01308;Cariacica;376200
ES;32;01407;Castelo;39575
ES;32;01506;Colatina;129301
ES;32;01605;Conceição da Barra;28923
ES;32;01704;Conceição do Castelo;12472
ES;32;01803;Divino de São Lourenço;5397
ES;32;01902;Domingos Martins;38236
ES;32;02009;Dores do Rio Preto;6902
ES;32;02108;Ecoporanga;22611
ES;32;02207;Fundão;18898
ES;32;02256;Governador Lindenberg;11484
ES;32;02306;Guaçuí;31418
ES;32;02405;Guarapari;136311
ES;32;02454;Ibatiba;27543
ES;32;02504;Ibiraçu;12304
ES;32;02553;Ibitirama;10015
ES;32;02603;Iconha;12790
ES;32;02652;Irupi;14647
ES;32;02702;Itaguaçu;14042
ES;32;02801;Itapemirim;44020
ES;32;02900;Itarana;10975
ES;32;03007;Iúna;30556
ES;32;03056;Jaguaré;31551
ES;32;03106;Jerônimo Monteiro;12108
ES;32;03130;João Neiva;14295
ES;32;03163;Laranja da Terra;11597
ES;32;03205;Linhares;183797
ES;32;03304;Mantenópolis;13131
ES;32;03320;Marataízes;45953
ES;32;03346;Marechal Floriano;18964
ES;32;03353;Marilândia;13087
ES;32;03403;Mimoso do Sul;25088
ES;32;03502;Montanha;19830
ES;32;03601;Mucurici;5653
ES;32;03700;Muniz Freire;18809
ES;32;03809;Muqui;14185
ES;32;03908;Nova Venécia;52324
ES;32;04005;Pancas;19120
ES;32;04054;Pedro Canário;21923
ES;32;04104;Pinheiros;24843
ES;32;04203;Piúma;23912
ES;32;04252;Ponto Belo;6671
ES;32;04302;Presidente Kennedy;14852
ES;32;04351;Rio Bananal;20350
ES;32;04401;Rio Novo do Sul;11471
ES;32;04500;Santa Leopoldina;13813
ES;32;04559;Santa Maria de Jetibá;45575
ES;32;04609;Santa Teresa;23872
ES;32;04658;São Domingos do Norte;9051
ES;32;04708;São Gabriel da Palha;34272
ES;32;04807;São José do Calçado;11411
ES;32;04906;São Mateus;134423
ES;32;04955;São Roque do Canaã;11256
ES;32;05002;Serra;579720
ES;32;05010;Sooretama;28668
ES;32;05036;Vargem Alta;20390
ES;32;05069;Venda Nova do Imigrante;25395
ES;32;05101;Viana;79043
ES;32;05150;Vila Pavão;9319
ES;32;05176;Vila Valério;14267
ES;32;05200;Vila Velha;506779
ES;32;05309;Vitória;343378
RJ;33;00100;Angra dos Reis;179142
RJ;33;00159;Aperibé;11426
RJ;33;00209;Araruama;137906
RJ;33;00225;Areal;12239
RJ;33;00233;Armação dos Búzios;42527
RJ;33;00258;Arraial do Cabo;32822
RJ;33;00308;Barra do Piraí;98506
RJ;33;00407;Barra Mansa;181679
RJ;33;00456;Belford Roxo;518384
RJ;33;00506;Bom Jardim;29758
RJ;33;00605;Bom Jesus do Itabapoana;37176
RJ;33;00704;Cabo Frio;238438
RJ;33;00803;Cachoeiras de Macacu;59861
RJ;33;00902;Cambuci;15069
RJ;33;00936;Carapebus;14329
RJ;33;00951;Comendador Levy Gasparian;9048
RJ;33;01009;Campos dos Goytacazes;519259
RJ;33;01108;Cantagalo;19995
RJ;33;01157;Cardoso Moreira;13407
RJ;33;01207;Carmo;17741
RJ;33;01306;Casimiro de Abreu;48636
RJ;33;01405;Conceição de Macabu;21770
RJ;33;01504;Cordeiro;21448
RJ;33;01603;Duas Barras;11355
RJ;33;01702;Duque de Caxias;866225
RJ;33;01801;Engenheiro Paulo de Frontin;12644
RJ;33;01850;Guapimirim;54311
RJ;33;01876;Iguaba Grande;29616
RJ;33;01900;Itaboraí;240127
RJ;33;02007;Itaguaí;124021
RJ;33;02056;Italva;14518
RJ;33;02106;Itaocara;23645
RJ;33;02205;Itaperuna;107297
RJ;33;02254;Itatiaia;32713
RJ;33;02270;Japeri;102171
RJ;33;02304;Laje do Muriaé;7584
RJ;33;02403;Macaé;264439
RJ;33;02452;Macuco;5602
RJ;33;02502;Magé;244142
RJ;33;02601;Mangaratiba;43660
RJ;33;02700;Maricá;212470
RJ;33;02809;Mendes;18048
RJ;33;02858;Mesquita;178830
RJ;33;02908;Miguel Pereira;28142
RJ;33;03005;Miracema;28416
RJ;33;03104;Natividade;15551
RJ;33;03203;Nilópolis;155500
RJ;33;03302;Niterói;516787
RJ;33;03401;Nova Friburgo;203417
RJ;33;03500;Nova Iguaçu;843220
RJ;33;03609;Paracambi;43627
RJ;33;03708;Paraíba do Sul;44479
RJ;33;03807;Paraty;47668
RJ;33;03856;Paty do Alferes;31370
RJ;33;03906;Petrópolis;294926
RJ;33;03955;Pinheiral;25096
RJ;33;04003;Piraí;29066
RJ;33;04102;Porciúncula;17832
RJ;33;04110;Porto Real;21089
RJ;33;04128;Quatis;14165
